uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
ES,PNEUMONIA,HOSPITAL,"30 - 39",F,17
ES,PNEUMONIA,HOSPITAL,"30 - 39",M,43
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
ES,SEPTICEMIA,HOSPITAL,"30 - 39",F,21
ES,SEPTICEMIA,HOSPITAL,"30 - 39",M,46
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
ES,SRAG,HOSPITAL,"30 - 39",F,2
ES,SRAG,HOSPITAL,"30 - 39",M,2
GO,OUTRAS,DOMICILIO,"30 - 39",F,23
GO,OUTRAS,DOMICILIO,"30 - 39",M,68
GO,OUTRAS,HOSPITAL,"30 - 39",F,90
GO,OUTRAS,HOSPITAL,"30 - 39",M,186
GO,OUTRAS,IGNORADO,"30 - 39",F,4
GO,OUTRAS,IGNORADO,"30 - 39",M,10
GO,OUTRAS,OUTRO,"30 - 39",F,9
GO,OUTRAS,OUTRO,"30 - 39",M,64
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,17
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,32
GO,OUTRAS,VIA_PUBLICA,"30 - 39",F,10
GO,OUTRAS,VIA_PUBLICA,"30 - 39",M,100
GO,INDETERMINADA,DOMICILIO,"30 - 39",M,2
GO,INDETERMINADA,HOSPITAL,"30 - 39",F,3
GO,INDETERMINADA,HOSPITAL,"30 - 39",M,1
GO,INDETERMINADA,OUTRO,"30 - 39",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,21
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,22
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,1
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,2
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
GO,PNEUMONIA,DOMICILIO,"30 - 39",F,2
GO,PNEUMONIA,DOMICILIO,"30 - 39",M,1
GO,PNEUMONIA,HOSPITAL,"30 - 39",F,39
GO,PNEUMONIA,HOSPITAL,"30 - 39",M,43
GO,PNEUMONIA,IGNORADO,"30 - 39",F,1
GO,PNEUMONIA,IGNORADO,"30 - 39",M,2
GO,PNEUMONIA,OUTRO,"30 - 39",F,2
GO,PNEUMONIA,OUTRO,"30 - 39",M,2
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
GO,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
GO,SEPTICEMIA,HOSPITAL,"30 - 39",F,42
GO,SEPTICEMIA,HOSPITAL,"30 - 39",M,41
GO,SEPTICEMIA,IGNORADO,"30 - 39",M,2
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
GO,SRAG,HOSPITAL,"30 - 39",F,1
MA,OUTRAS,DOMICILIO,"30 - 39",F,40
MA,OUTRAS,DOMICILIO,"30 - 39",M,62
MA,OUTRAS,HOSPITAL,"30 - 39",F,144
MA,OUTRAS,HOSPITAL,"30 - 39",M,184
MA,OUTRAS,IGNORADO,"30 - 39",F,5
MA,OUTRAS,IGNORADO,"30 - 39",M,6
MA,OUTRAS,OUTRO,"30 - 39",F,6
MA,OUTRAS,OUTRO,"30 - 39",M,42
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
MA,OUTRAS,POSTO_SAUDE,"30 - 39",F,1
MA,OUTRAS,SAMU,"30 - 39",M,1
MA,OUTRAS,VIA_PUBLICA,"30 - 39",F,7
MA,OUTRAS,VIA_PUBLICA,"30 - 39",M,39
MA,INDETERMINADA,DOMICILIO,"30 - 39",M,2
MA,INDETERMINADA,HOSPITAL,"30 - 39",F,3
MA,INDETERMINADA,HOSPITAL,"30 - 39",M,3
MA,INDETERMINADA,IGNORADO,"30 - 39",F,1
MA,INDETERMINADA,OUTRO,"30 - 39",M,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,6
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,4
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,40
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,23
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,3
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
MA,PNEUMONIA,DOMICILIO,"30 - 39",F,1
MA,PNEUMONIA,DOMICILIO,"30 - 39",M,7
MA,PNEUMONIA,HOSPITAL,"30 - 39",F,24
MA,PNEUMONIA,HOSPITAL,"30 - 39",M,46
MA,PNEUMONIA,OUTRO,"30 - 39",M,1
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
MA,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
MA,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
MA,SEPTICEMIA,HOSPITAL,"30 - 39",F,23
MA,SEPTICEMIA,HOSPITAL,"30 - 39",M,37
MA,SEPTICEMIA,IGNORADO,"30 - 39",F,1
MA,SEPTICEMIA,OUTRO,"30 - 39",M,2
MG,OUTRAS,DOMICILIO,"30 - 39",F,89
MG,OUTRAS,DOMICILIO,"30 - 39",M,225
MG,OUTRAS,HOSPITAL,"30 - 39",F,324
MG,OUTRAS,HOSPITAL,"30 - 39",M,479
MG,OUTRAS,IGNORADO,"30 - 39",F,30
MG,OUTRAS,IGNORADO,"30 - 39",M,77
MG,OUTRAS,OUTRO,"30 - 39",F,13
MG,OUTRAS,OUTRO,"30 - 39",M,113
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,51
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,79
MG,OUTRAS,POSTO_SAUDE,"30 - 39",M,1
MG,OUTRAS,VIA_PUBLICA,"30 - 39",F,20
MG,OUTRAS,VIA_PUBLICA,"30 - 39",M,135
MG,INDETERMINADA,DOMICILIO,"30 - 39",F,11
MG,INDETERMINADA,DOMICILIO,"30 - 39",M,19
MG,INDETERMINADA,HOSPITAL,"30 - 39",F,11
MG,INDETERMINADA,HOSPITAL,"30 - 39",M,10
MG,INDETERMINADA,IGNORADO,"30 - 39",M,7
MG,INDETERMINADA,OUTRO,"30 - 39",F,1
MG,INDETERMINADA,OUTRO,"30 - 39",M,5
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
MG,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
MG,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,4
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,6
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,58
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,70
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,2
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,3
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,2
MG,PNEUMONIA,DOMICILIO,"30 - 39",F,2
MG,PNEUMONIA,DOMICILIO,"30 - 39",M,6
MG,PNEUMONIA,HOSPITAL,"30 - 39",F,78
MG,PNEUMONIA,HOSPITAL,"30 - 39",M,136
MG,PNEUMONIA,IGNORADO,"30 - 39",F,2
MG,PNEUMONIA,IGNORADO,"30 - 39",M,7
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
MG,SEPTICEMIA,HOSPITAL,"30 - 39",F,111
MG,SEPTICEMIA,HOSPITAL,"30 - 39",M,143
MG,SEPTICEMIA,IGNORADO,"30 - 39",F,7
MG,SEPTICEMIA,IGNORADO,"30 - 39",M,16
MG,SEPTICEMIA,OUTRO,"30 - 39",F,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
MG,SRAG,HOSPITAL,"30 - 39",F,2
MG,SRAG,HOSPITAL,"30 - 39",M,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
MS,OUTRAS,DOMICILIO,"30 - 39",F,12
MS,OUTRAS,DOMICILIO,"30 - 39",M,29
MS,OUTRAS,HOSPITAL,"30 - 39",F,55
MS,OUTRAS,HOSPITAL,"30 - 39",M,70
MS,OUTRAS,OUTRO,"30 - 39",F,2
MS,OUTRAS,OUTRO,"30 - 39",M,22
MS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MS,OUTRAS,POSTO_SAUDE,"30 - 39",M,2
MS,OUTRAS,VIA_PUBLICA,"30 - 39",F,5
MS,OUTRAS,VIA_PUBLICA,"30 - 39",M,36
MS,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,15
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,7
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,1
MS,PNEUMONIA,DOMICILIO,"30 - 39",F,1
MS,PNEUMONIA,HOSPITAL,"30 - 39",F,21
MS,PNEUMONIA,HOSPITAL,"30 - 39",M,35
MS,PNEUMONIA,POSTO_SAUDE,"30 - 39",F,1
MS,SEPTICEMIA,HOSPITAL,"30 - 39",F,20
MS,SEPTICEMIA,HOSPITAL,"30 - 39",M,29
MT,OUTRAS,DOMICILIO,"30 - 39",F,3
MT,OUTRAS,DOMICILIO,"30 - 39",M,17
MT,OUTRAS,HOSPITAL,"30 - 39",F,34
MT,OUTRAS,HOSPITAL,"30 - 39",M,51
MT,OUTRAS,IGNORADO,"30 - 39",F,78
MT,OUTRAS,IGNORADO,"30 - 39",M,151
MT,OUTRAS,OUTRO,"30 - 39",F,6
MT,OUTRAS,OUTRO,"30 - 39",M,15
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MT,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
MT,OUTRAS,VIA_PUBLICA,"30 - 39",M,17
MT,INDETERMINADA,HOSPITAL,"30 - 39",F,1
MT,INDETERMINADA,HOSPITAL,"30 - 39",M,1
MT,INDETERMINADA,OUTRO,"30 - 39",F,1
MT,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,7
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,12
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
MT,PNEUMONIA,HOSPITAL,"30 - 39",F,16
MT,PNEUMONIA,HOSPITAL,"30 - 39",M,19
MT,PNEUMONIA,IGNORADO,"30 - 39",M,1
MT,PNEUMONIA,OUTRO,"30 - 39",M,1
MT,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
MT,SEPTICEMIA,HOSPITAL,"30 - 39",F,12
MT,SEPTICEMIA,HOSPITAL,"30 - 39",M,18
MT,SEPTICEMIA,IGNORADO,"30 - 39",F,2
MT,SEPTICEMIA,IGNORADO,"30 - 39",M,2
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
MT,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
MT,SRAG,HOSPITAL,"30 - 39",F,1
PA,OUTRAS,DOMICILIO,"30 - 39",F,48
PA,OUTRAS,DOMICILIO,"30 - 39",M,87
PA,OUTRAS,HOSPITAL,"30 - 39",F,122
PA,OUTRAS,HOSPITAL,"30 - 39",M,236
PA,OUTRAS,IGNORADO,"30 - 39",F,5
PA,OUTRAS,IGNORADO,"30 - 39",M,9
PA,OUTRAS,OUTRO,"30 - 39",F,19
PA,OUTRAS,OUTRO,"30 - 39",M,95
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,9
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,17
PA,OUTRAS,POSTO_SAUDE,"30 - 39",M,1
PA,OUTRAS,VIA_PUBLICA,"30 - 39",F,21
PA,OUTRAS,VIA_PUBLICA,"30 - 39",M,157
PA,INDETERMINADA,DOMICILIO,"30 - 39",F,3
PA,INDETERMINADA,DOMICILIO,"30 - 39",M,3
PA,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PA,INDETERMINADA,IGNORADO,"30 - 39",M,1
PA,INDETERMINADA,OUTRO,"30 - 39",F,1
PA,INDETERMINADA,OUTRO,"30 - 39",M,2
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,4
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,44
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,50
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,4
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,8
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,1
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PA,PNEUMONIA,DOMICILIO,"30 - 39",F,3
PA,PNEUMONIA,DOMICILIO,"30 - 39",M,4
PA,PNEUMONIA,HOSPITAL,"30 - 39",F,40
PA,PNEUMONIA,HOSPITAL,"30 - 39",M,67
PA,PNEUMONIA,OUTRO,"30 - 39",M,2
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
PA,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
PA,SEPTICEMIA,HOSPITAL,"30 - 39",F,62
PA,SEPTICEMIA,HOSPITAL,"30 - 39",M,84
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
PA,SRAG,HOSPITAL,"30 - 39",F,2
PA,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PB,OUTRAS,DOMICILIO,"30 - 39",F,31
PB,OUTRAS,DOMICILIO,"30 - 39",M,54
PB,OUTRAS,HOSPITAL,"30 - 39",F,63
PB,OUTRAS,HOSPITAL,"30 - 39",M,109
PB,OUTRAS,OUTRO,"30 - 39",F,3
PB,OUTRAS,OUTRO,"30 - 39",M,41
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,8
PB,OUTRAS,VIA_PUBLICA,"30 - 39",F,5
PB,OUTRAS,VIA_PUBLICA,"30 - 39",M,41
PB,INDETERMINADA,DOMICILIO,"30 - 39",F,1
PB,INDETERMINADA,DOMICILIO,"30 - 39",M,1
PB,INDETERMINADA,HOSPITAL,"30 - 39",F,1
PB,INDETERMINADA,OUTRO,"30 - 39",M,2
PB,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,6
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,16
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,13
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PB,PNEUMONIA,DOMICILIO,"30 - 39",F,2
PB,PNEUMONIA,DOMICILIO,"30 - 39",M,2
PB,PNEUMONIA,HOSPITAL,"30 - 39",F,14
PB,PNEUMONIA,HOSPITAL,"30 - 39",M,36
PB,PNEUMONIA,OUTRO,"30 - 39",M,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PB,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
PB,SEPTICEMIA,HOSPITAL,"30 - 39",F,28
PB,SEPTICEMIA,HOSPITAL,"30 - 39",M,59
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PB,SRAG,HOSPITAL,"30 - 39",F,2
PB,SRAG,HOSPITAL,"30 - 39",M,1
PE,OUTRAS,DOMICILIO,"30 - 39",F,48
PE,OUTRAS,DOMICILIO,"30 - 39",M,164
PE,OUTRAS,HOSPITAL,"30 - 39",F,202
PE,OUTRAS,HOSPITAL,"30 - 39",M,368
PE,OUTRAS,IGNORADO,"30 - 39",F,5
PE,OUTRAS,IGNORADO,"30 - 39",M,17
PE,OUTRAS,OUTRO,"30 - 39",F,6
PE,OUTRAS,OUTRO,"30 - 39",M,88
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,12
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,29
PE,OUTRAS,VIA_PUBLICA,"30 - 39",F,23
PE,OUTRAS,VIA_PUBLICA,"30 - 39",M,266
PE,INDETERMINADA,DOMICILIO,"30 - 39",M,11
PE,INDETERMINADA,HOSPITAL,"30 - 39",F,6
PE,INDETERMINADA,HOSPITAL,"30 - 39",M,7
PE,INDETERMINADA,OUTRO,"30 - 39",F,1
PE,INDETERMINADA,OUTRO,"30 - 39",M,4
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,6
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,10
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,52
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,36
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PE,PNEUMONIA,DOMICILIO,"30 - 39",F,7
PE,PNEUMONIA,DOMICILIO,"30 - 39",M,14
PE,PNEUMONIA,HOSPITAL,"30 - 39",F,35
PE,PNEUMONIA,HOSPITAL,"30 - 39",M,65
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PE,SEPTICEMIA,DOMICILIO,"30 - 39",F,3
PE,SEPTICEMIA,DOMICILIO,"30 - 39",M,4
PE,SEPTICEMIA,HOSPITAL,"30 - 39",F,88
PE,SEPTICEMIA,HOSPITAL,"30 - 39",M,139
PE,SEPTICEMIA,IGNORADO,"30 - 39",F,1
PE,SEPTICEMIA,IGNORADO,"30 - 39",M,1
PE,SEPTICEMIA,OUTRO,"30 - 39",F,2
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PE,SEPTICEMIA,VIA_PUBLICA,"30 - 39",F,1
PE,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,2
PE,SRAG,HOSPITAL,"30 - 39",F,2
PE,SRAG,HOSPITAL,"30 - 39",M,2
PE,SRAG,OUTRO,"30 - 39",M,1
PI,OUTRAS,DOMICILIO,"30 - 39",F,19
PI,OUTRAS,DOMICILIO,"30 - 39",M,24
PI,OUTRAS,HOSPITAL,"30 - 39",F,47
PI,OUTRAS,HOSPITAL,"30 - 39",M,78
PI,OUTRAS,IGNORADO,"30 - 39",M,1
PI,OUTRAS,OUTRO,"30 - 39",M,13
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
PI,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
PI,OUTRAS,VIA_PUBLICA,"30 - 39",M,12
PI,INDETERMINADA,DOMICILIO,"30 - 39",F,1
PI,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,5
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,4
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,13
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,22
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PI,PNEUMONIA,DOMICILIO,"30 - 39",M,1
PI,PNEUMONIA,HOSPITAL,"30 - 39",F,20
PI,PNEUMONIA,HOSPITAL,"30 - 39",M,25
PI,PNEUMONIA,OUTRO,"30 - 39",M,1
PI,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
PI,SEPTICEMIA,HOSPITAL,"30 - 39",F,19
PI,SEPTICEMIA,HOSPITAL,"30 - 39",M,23
PR,OUTRAS,DOMICILIO,"30 - 39",F,54
PR,OUTRAS,DOMICILIO,"30 - 39",M,161
PR,OUTRAS,HOSPITAL,"30 - 39",F,195
PR,OUTRAS,HOSPITAL,"30 - 39",M,298
PR,OUTRAS,IGNORADO,"30 - 39",F,2
PR,OUTRAS,IGNORADO,"30 - 39",M,4
PR,OUTRAS,OUTRO,"30 - 39",F,23
PR,OUTRAS,OUTRO,"30 - 39",M,140
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,26
PR,OUTRAS,POSTO_SAUDE,"30 - 39",M,2
PR,OUTRAS,VIA_PUBLICA,"30 - 39",F,24
PR,OUTRAS,VIA_PUBLICA,"30 - 39",M,222
PR,INDETERMINADA,DOMICILIO,"30 - 39",M,2
PR,INDETERMINADA,OUTRO,"30 - 39",M,1
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PR,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
PR,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,25
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,34
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,3
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PR,PNEUMONIA,DOMICILIO,"30 - 39",F,2
PR,PNEUMONIA,DOMICILIO,"30 - 39",M,4
PR,PNEUMONIA,HOSPITAL,"30 - 39",F,58
PR,PNEUMONIA,HOSPITAL,"30 - 39",M,98
PR,PNEUMONIA,OUTRO,"30 - 39",F,1
PR,PNEUMONIA,OUTRO,"30 - 39",M,2
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
PR,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,2
PR,SEPTICEMIA,HOSPITAL,"30 - 39",F,69
PR,SEPTICEMIA,HOSPITAL,"30 - 39",M,74
PR,SEPTICEMIA,IGNORADO,"30 - 39",F,1
PR,SEPTICEMIA,OUTRO,"30 - 39",F,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,SRAG,DOMICILIO,"30 - 39",F,1
PR,SRAG,HOSPITAL,"30 - 39",F,6
PR,SRAG,HOSPITAL,"30 - 39",M,3
RJ,OUTRAS,DOMICILIO,"30 - 39",F,70
RJ,OUTRAS,DOMICILIO,"30 - 39",M,152
RJ,OUTRAS,HOSPITAL,"30 - 39",F,443
RJ,OUTRAS,HOSPITAL,"30 - 39",M,749
RJ,OUTRAS,IGNORADO,"30 - 39",M,4
RJ,OUTRAS,OUTRO,"30 - 39",F,26
RJ,OUTRAS,OUTRO,"30 - 39",M,155
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,97
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,161
RJ,OUTRAS,POSTO_SAUDE,"30 - 39",M,1
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",F,14
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",M,140
RJ,INDETERMINADA,HOSPITAL,"30 - 39",F,3
