uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
AP,SEPTICEMIA,HOSPITAL,"20 - 29",F,4
AP,SEPTICEMIA,HOSPITAL,"20 - 29",M,4
BA,OUTRAS,DOMICILIO,"20 - 29",F,52
BA,OUTRAS,DOMICILIO,"20 - 29",I,1
BA,OUTRAS,DOMICILIO,"20 - 29",M,111
BA,OUTRAS,HOSPITAL,"20 - 29",F,141
BA,OUTRAS,HOSPITAL,"20 - 29",M,342
BA,OUTRAS,IGNORADO,"20 - 29",F,2
BA,OUTRAS,IGNORADO,"20 - 29",M,6
BA,OUTRAS,OUTRO,"20 - 29",F,14
BA,OUTRAS,OUTRO,"20 - 29",M,74
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,17
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,45
BA,OUTRAS,POSTO_SAUDE,"20 - 29",F,1
BA,OUTRAS,VIA_PUBLICA,"20 - 29",F,19
BA,OUTRAS,VIA_PUBLICA,"20 - 29",M,143
BA,COVID,DOMICILIO,"20 - 29",F,2
BA,COVID,DOMICILIO,"20 - 29",M,2
BA,COVID,HOSPITAL,"20 - 29",F,61
BA,COVID,HOSPITAL,"20 - 29",M,65
BA,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,5
BA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,7
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,5
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,29
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,40
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,5
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,8
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",F,1
BA,PNEUMONIA,DOMICILIO,"20 - 29",F,3
BA,PNEUMONIA,DOMICILIO,"20 - 29",M,3
BA,PNEUMONIA,HOSPITAL,"20 - 29",F,41
BA,PNEUMONIA,HOSPITAL,"20 - 29",M,53
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
BA,PNEUMONIA,VIA_PUBLICA,"20 - 29",F,1
BA,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,1
BA,SEPTICEMIA,DOMICILIO,"20 - 29",F,2
BA,SEPTICEMIA,DOMICILIO,"20 - 29",M,2
BA,SEPTICEMIA,HOSPITAL,"20 - 29",F,82
BA,SEPTICEMIA,HOSPITAL,"20 - 29",M,63
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,5
BA,SRAG,HOSPITAL,"20 - 29",F,3
BA,SRAG,HOSPITAL,"20 - 29",M,2
BA,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
CE,OUTRAS,AMBULANCIA,"20 - 29",F,2
CE,OUTRAS,AMBULANCIA,"20 - 29",M,1
CE,OUTRAS,DOMICILIO,"20 - 29",F,35
CE,OUTRAS,DOMICILIO,"20 - 29",M,103
CE,OUTRAS,HOSPITAL,"20 - 29",F,87
CE,OUTRAS,HOSPITAL,"20 - 29",M,198
CE,OUTRAS,IGNORADO,"20 - 29",F,54
CE,OUTRAS,IGNORADO,"20 - 29",M,316
CE,OUTRAS,OUTRO,"20 - 29",F,16
CE,OUTRAS,OUTRO,"20 - 29",M,96
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,8
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,19
CE,OUTRAS,VIA_PUBLICA,"20 - 29",F,11
CE,OUTRAS,VIA_PUBLICA,"20 - 29",M,198
CE,COVID,AMBULANCIA,"20 - 29",F,1
CE,COVID,DOMICILIO,"20 - 29",F,1
CE,COVID,DOMICILIO,"20 - 29",M,1
CE,COVID,HOSPITAL,"20 - 29",F,50
CE,COVID,HOSPITAL,"20 - 29",M,48
CE,COVID,IGNORADO,"20 - 29",F,8
CE,COVID,IGNORADO,"20 - 29",M,12
CE,COVID,OUTRO,"20 - 29",F,2
CE,COVID,OUTRO,"20 - 29",M,1
CE,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
CE,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
CE,INDETERMINADA,DOMICILIO,"20 - 29",M,3
CE,INDETERMINADA,HOSPITAL,"20 - 29",M,2
CE,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"20 - 29",F,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,3
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,3
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,10
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,28
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",F,5
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,4
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",F,1
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,2
CE,PNEUMONIA,DOMICILIO,"20 - 29",F,1
CE,PNEUMONIA,DOMICILIO,"20 - 29",M,5
CE,PNEUMONIA,HOSPITAL,"20 - 29",F,19
CE,PNEUMONIA,HOSPITAL,"20 - 29",M,20
CE,PNEUMONIA,IGNORADO,"20 - 29",F,4
CE,PNEUMONIA,IGNORADO,"20 - 29",M,7
CE,PNEUMONIA,OUTRO,"20 - 29",M,1
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
CE,SEPTICEMIA,DOMICILIO,"20 - 29",M,4
CE,SEPTICEMIA,HOSPITAL,"20 - 29",F,33
CE,SEPTICEMIA,HOSPITAL,"20 - 29",M,53
CE,SEPTICEMIA,IGNORADO,"20 - 29",F,8
CE,SEPTICEMIA,IGNORADO,"20 - 29",M,4
CE,SEPTICEMIA,OUTRO,"20 - 29",F,3
CE,SEPTICEMIA,OUTRO,"20 - 29",M,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
CE,SRAG,DOMICILIO,"20 - 29",M,2
CE,SRAG,HOSPITAL,"20 - 29",F,2
CE,SRAG,HOSPITAL,"20 - 29",M,6
CE,SRAG,IGNORADO,"20 - 29",F,3
CE,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
DF,OUTRAS,DOMICILIO,"20 - 29",F,7
DF,OUTRAS,DOMICILIO,"20 - 29",M,18
DF,OUTRAS,HOSPITAL,"20 - 29",F,37
DF,OUTRAS,HOSPITAL,"20 - 29",M,137
DF,OUTRAS,OUTRO,"20 - 29",F,2
DF,OUTRAS,OUTRO,"20 - 29",M,9
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
DF,OUTRAS,VIA_PUBLICA,"20 - 29",F,4
DF,OUTRAS,VIA_PUBLICA,"20 - 29",M,32
DF,COVID,HOSPITAL,"20 - 29",F,20
DF,COVID,HOSPITAL,"20 - 29",M,25
DF,INDETERMINADA,HOSPITAL,"20 - 29",F,1
DF,INDETERMINADA,HOSPITAL,"20 - 29",M,3
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,2
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,7
DF,PNEUMONIA,DOMICILIO,"20 - 29",F,1
DF,PNEUMONIA,DOMICILIO,"20 - 29",M,1
DF,PNEUMONIA,HOSPITAL,"20 - 29",F,11
DF,PNEUMONIA,HOSPITAL,"20 - 29",M,7
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
DF,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
DF,SEPTICEMIA,HOSPITAL,"20 - 29",F,9
DF,SEPTICEMIA,HOSPITAL,"20 - 29",M,9
ES,OUTRAS,DOMICILIO,"20 - 29",F,13
ES,OUTRAS,DOMICILIO,"20 - 29",M,28
ES,OUTRAS,HOSPITAL,"20 - 29",F,37
ES,OUTRAS,HOSPITAL,"20 - 29",M,114
ES,OUTRAS,IGNORADO,"20 - 29",M,2
ES,OUTRAS,OUTRO,"20 - 29",F,9
ES,OUTRAS,OUTRO,"20 - 29",M,44
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,8
ES,OUTRAS,VIA_PUBLICA,"20 - 29",F,11
ES,OUTRAS,VIA_PUBLICA,"20 - 29",M,88
ES,COVID,DOMICILIO,"20 - 29",F,1
ES,COVID,HOSPITAL,"20 - 29",F,26
ES,COVID,HOSPITAL,"20 - 29",M,23
ES,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,2
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,3
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,5
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
ES,PNEUMONIA,DOMICILIO,"20 - 29",M,2
ES,PNEUMONIA,HOSPITAL,"20 - 29",F,11
ES,PNEUMONIA,HOSPITAL,"20 - 29",M,26
ES,SEPTICEMIA,DOMICILIO,"20 - 29",F,1
ES,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
ES,SEPTICEMIA,HOSPITAL,"20 - 29",F,18
ES,SEPTICEMIA,HOSPITAL,"20 - 29",M,21
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
ES,SRAG,HOSPITAL,"20 - 29",M,2
GO,OUTRAS,DOMICILIO,"20 - 29",F,12
GO,OUTRAS,DOMICILIO,"20 - 29",M,40
GO,OUTRAS,HOSPITAL,"20 - 29",F,50
GO,OUTRAS,HOSPITAL,"20 - 29",M,144
GO,OUTRAS,IGNORADO,"20 - 29",F,1
GO,OUTRAS,IGNORADO,"20 - 29",M,19
GO,OUTRAS,OUTRO,"20 - 29",F,12
GO,OUTRAS,OUTRO,"20 - 29",M,38
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,9
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,17
GO,OUTRAS,VIA_PUBLICA,"20 - 29",F,6
GO,OUTRAS,VIA_PUBLICA,"20 - 29",M,80
GO,COVID,HOSPITAL,"20 - 29",F,65
GO,COVID,HOSPITAL,"20 - 29",M,55
GO,COVID,IGNORADO,"20 - 29",F,1
GO,COVID,OUTRO,"20 - 29",M,1
GO,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,14
GO,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,6
GO,INDETERMINADA,DOMICILIO,"20 - 29",F,1
GO,INDETERMINADA,HOSPITAL,"20 - 29",M,1
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,3
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,13
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,19
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",F,1
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,2
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,6
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",F,1
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,2
GO,PNEUMONIA,DOMICILIO,"20 - 29",F,1
GO,PNEUMONIA,HOSPITAL,"20 - 29",F,26
GO,PNEUMONIA,HOSPITAL,"20 - 29",M,32
GO,PNEUMONIA,OUTRO,"20 - 29",M,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
GO,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
GO,SEPTICEMIA,HOSPITAL,"20 - 29",F,17
GO,SEPTICEMIA,HOSPITAL,"20 - 29",M,27
GO,SEPTICEMIA,IGNORADO,"20 - 29",M,2
GO,SEPTICEMIA,OUTRO,"20 - 29",M,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
GO,SRAG,HOSPITAL,"20 - 29",M,3
GO,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
MA,OUTRAS,AMBULANCIA,"20 - 29",F,1
MA,OUTRAS,DOMICILIO,"20 - 29",F,21
MA,OUTRAS,DOMICILIO,"20 - 29",M,51
MA,OUTRAS,HOSPITAL,"20 - 29",F,97
MA,OUTRAS,HOSPITAL,"20 - 29",M,140
MA,OUTRAS,IGNORADO,"20 - 29",F,1
MA,OUTRAS,IGNORADO,"20 - 29",M,3
MA,OUTRAS,OUTRO,"20 - 29",F,3
MA,OUTRAS,OUTRO,"20 - 29",M,60
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
MA,OUTRAS,POSTO_SAUDE,"20 - 29",M,1
MA,OUTRAS,VIA_PUBLICA,"20 - 29",F,7
MA,OUTRAS,VIA_PUBLICA,"20 - 29",M,61
MA,COVID,AMBULANCIA,"20 - 29",F,1
MA,COVID,HOSPITAL,"20 - 29",F,24
MA,COVID,HOSPITAL,"20 - 29",M,17
MA,COVID,OUTRO,"20 - 29",F,2
MA,INDETERMINADA,DOMICILIO,"20 - 29",M,2
MA,INDETERMINADA,HOSPITAL,"20 - 29",F,1
MA,INDETERMINADA,HOSPITAL,"20 - 29",M,7
MA,INDETERMINADA,OUTRO,"20 - 29",M,3
MA,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
MA,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"20 - 29",F,2
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,4
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,5
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,21
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,22
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,3
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,3
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
MA,PNEUMONIA,DOMICILIO,"20 - 29",F,1
MA,PNEUMONIA,DOMICILIO,"20 - 29",M,1
MA,PNEUMONIA,HOSPITAL,"20 - 29",F,13
MA,PNEUMONIA,HOSPITAL,"20 - 29",M,23
MA,PNEUMONIA,OUTRO,"20 - 29",M,2
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
MA,SEPTICEMIA,HOSPITAL,"20 - 29",F,15
MA,SEPTICEMIA,HOSPITAL,"20 - 29",M,31
MA,SEPTICEMIA,IGNORADO,"20 - 29",M,1
MA,SRAG,HOSPITAL,"20 - 29",F,6
MA,SRAG,HOSPITAL,"20 - 29",M,1
MA,SRAG,OUTRO,"20 - 29",M,1
MG,OUTRAS,DOMICILIO,"20 - 29",F,60
MG,OUTRAS,DOMICILIO,"20 - 29",M,154
MG,OUTRAS,HOSPITAL,"20 - 29",F,192
MG,OUTRAS,HOSPITAL,"20 - 29",M,311
MG,OUTRAS,IGNORADO,"20 - 29",F,1
MG,OUTRAS,IGNORADO,"20 - 29",I,1
MG,OUTRAS,IGNORADO,"20 - 29",M,21
MG,OUTRAS,OUTRO,"20 - 29",F,13
MG,OUTRAS,OUTRO,"20 - 29",M,92
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,32
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,51
MG,OUTRAS,VIA_PUBLICA,"20 - 29",F,14
MG,OUTRAS,VIA_PUBLICA,"20 - 29",M,146
MG,COVID,DOMICILIO,"20 - 29",F,2
MG,COVID,DOMICILIO,"20 - 29",M,4
MG,COVID,HOSPITAL,"20 - 29",F,125
MG,COVID,HOSPITAL,"20 - 29",M,132
MG,COVID,IGNORADO,"20 - 29",F,4
MG,COVID,IGNORADO,"20 - 29",M,1
MG,COVID,OUTRO,"20 - 29",M,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,6
MG,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,9
MG,INDETERMINADA,DOMICILIO,"20 - 29",F,3
MG,INDETERMINADA,DOMICILIO,"20 - 29",M,6
MG,INDETERMINADA,HOSPITAL,"20 - 29",F,6
MG,INDETERMINADA,HOSPITAL,"20 - 29",M,9
MG,INDETERMINADA,IGNORADO,"20 - 29",M,1
MG,INDETERMINADA,OUTRO,"20 - 29",F,1
MG,INDETERMINADA,OUTRO,"20 - 29",M,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
MG,INDETERMINADA,VIA_PUBLICA,"20 - 29",F,4
MG,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,3
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,8
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,7
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,19
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,32
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,3
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,2
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,5
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",F,1
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
MG,PNEUMONIA,DOMICILIO,"20 - 29",F,1
MG,PNEUMONIA,DOMICILIO,"20 - 29",M,4
MG,PNEUMONIA,HOSPITAL,"20 - 29",F,66
MG,PNEUMONIA,HOSPITAL,"20 - 29",M,83
MG,PNEUMONIA,IGNORADO,"20 - 29",F,2
MG,PNEUMONIA,IGNORADO,"20 - 29",M,2
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
MG,SEPTICEMIA,HOSPITAL,"20 - 29",F,69
MG,SEPTICEMIA,HOSPITAL,"20 - 29",M,84
MG,SEPTICEMIA,IGNORADO,"20 - 29",F,2
MG,SEPTICEMIA,IGNORADO,"20 - 29",M,3
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
MG,SRAG,DOMICILIO,"20 - 29",M,2
MG,SRAG,HOSPITAL,"20 - 29",F,3
MG,SRAG,HOSPITAL,"20 - 29",M,4
MG,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
MS,OUTRAS,DOMICILIO,"20 - 29",F,16
MS,OUTRAS,DOMICILIO,"20 - 29",M,25
MS,OUTRAS,HOSPITAL,"20 - 29",F,29
MS,OUTRAS,HOSPITAL,"20 - 29",M,67
MS,OUTRAS,OUTRO,"20 - 29",F,3
MS,OUTRAS,OUTRO,"20 - 29",M,33
MS,OUTRAS,POSTO_SAUDE,"20 - 29",M,1
MS,OUTRAS,VIA_PUBLICA,"20 - 29",F,4
MS,OUTRAS,VIA_PUBLICA,"20 - 29",M,38
MS,COVID,DOMICILIO,"20 - 29",M,1
MS,COVID,HOSPITAL,"20 - 29",F,19
MS,COVID,HOSPITAL,"20 - 29",M,19
MS,COVID,VIA_PUBLICA,"20 - 29",F,2
MS,INDETERMINADA,DOMICILIO,"20 - 29",M,1
MS,INDETERMINADA,HOSPITAL,"20 - 29",M,1
MS,INDETERMINADA,OUTRO,"20 - 29",M,2
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,2
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,4
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,6
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,3
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,2
MS,PNEUMONIA,DOMICILIO,"20 - 29",M,1
MS,PNEUMONIA,HOSPITAL,"20 - 29",F,9
MS,PNEUMONIA,HOSPITAL,"20 - 29",M,16
MS,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
MS,SEPTICEMIA,HOSPITAL,"20 - 29",F,12
MS,SEPTICEMIA,HOSPITAL,"20 - 29",M,12
MS,SRAG,HOSPITAL,"20 - 29",F,1
MS,SRAG,HOSPITAL,"20 - 29",M,1
MT,OUTRAS,DOMICILIO,"20 - 29",F,6
MT,OUTRAS,DOMICILIO,"20 - 29",M,15
MT,OUTRAS,HOSPITAL,"20 - 29",F,22
MT,OUTRAS,HOSPITAL,"20 - 29",M,55
MT,OUTRAS,IGNORADO,"20 - 29",F,14
MT,OUTRAS,IGNORADO,"20 - 29",M,92
MT,OUTRAS,OUTRO,"20 - 29",F,2
MT,OUTRAS,OUTRO,"20 - 29",M,23
MT,OUTRAS,VIA_PUBLICA,"20 - 29",F,8
MT,OUTRAS,VIA_PUBLICA,"20 - 29",M,13
MT,COVID,DOMICILIO,"20 - 29",M,1
MT,COVID,HOSPITAL,"20 - 29",F,21
MT,COVID,HOSPITAL,"20 - 29",M,21
MT,COVID,IGNORADO,"20 - 29",F,18
MT,COVID,IGNORADO,"20 - 29",M,14
MT,INDETERMINADA,IGNORADO,"20 - 29",F,2
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,9
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,8
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",F,3
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,4
MT,PNEUMONIA,HOSPITAL,"20 - 29",F,8
MT,PNEUMONIA,HOSPITAL,"20 - 29",M,13
MT,PNEUMONIA,IGNORADO,"20 - 29",F,6
MT,PNEUMONIA,IGNORADO,"20 - 29",M,7
MT,SEPTICEMIA,HOSPITAL,"20 - 29",F,4
MT,SEPTICEMIA,HOSPITAL,"20 - 29",M,8
MT,SEPTICEMIA,IGNORADO,"20 - 29",F,5
MT,SEPTICEMIA,IGNORADO,"20 - 29",M,15
MT,SRAG,HOSPITAL,"20 - 29",M,1
PA,OUTRAS,AMBULANCIA,"20 - 29",F,1
PA,OUTRAS,DOMICILIO,"20 - 29",F,27
PA,OUTRAS,DOMICILIO,"20 - 29",M,69
PA,OUTRAS,HOSPITAL,"20 - 29",F,73
PA,OUTRAS,HOSPITAL,"20 - 29",M,127
PA,OUTRAS,IGNORADO,"20 - 29",M,6
PA,OUTRAS,OUTRO,"20 - 29",F,11
PA,OUTRAS,OUTRO,"20 - 29",M,82
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,8
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,15
PA,OUTRAS,VIA_PUBLICA,"20 - 29",F,25
PA,OUTRAS,VIA_PUBLICA,"20 - 29",M,143
PA,COVID,DOMICILIO,"20 - 29",M,1
PA,COVID,HOSPITAL,"20 - 29",F,33
PA,COVID,HOSPITAL,"20 - 29",M,28
PA,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PA,INDETERMINADA,DOMICILIO,"20 - 29",F,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,6
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,17
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,22
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,7
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
PA,PNEUMONIA,DOMICILIO,"20 - 29",M,1
PA,PNEUMONIA,HOSPITAL,"20 - 29",F,19
PA,PNEUMONIA,HOSPITAL,"20 - 29",M,38
PA,PNEUMONIA,OUTRO,"20 - 29",M,1
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,5
PA,SEPTICEMIA,DOMICILIO,"20 - 29",F,1
PA,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
PA,SEPTICEMIA,HOSPITAL,"20 - 29",F,37
PA,SEPTICEMIA,HOSPITAL,"20 - 29",M,31
PA,SEPTICEMIA,IGNORADO,"20 - 29",F,1
PA,SEPTICEMIA,OUTRO,"20 - 29",F,1
